application_number,child_application_number,child_filing_date,continuation_type
PCT/US08/81181,12306069,2010-05-21,NST
PCT/US08/81186,12306145,2010-05-21,NST
PCT/US08/81189,12739128,2010-08-09,NST
PCT/US08/81189,14063830,2013-10-25,NST
PCT/US08/81191,12306042,2010-05-21,NST
PCT/US08/81202,PCT/US09/41852,2009-04-27,?
PCT/US08/81204,12739434,2010-07-29,NST
PCT/US08/81204,13712114,2012-12-12,NST
PCT/US08/81216,12601352,2009-11-23,NST
PCT/US08/81227,12739248,2010-12-17,NST
PCT/US08/81246,12681113,2010-04-01,NST
PCT/US08/81249,12742579,2010-05-12,NST
PCT/US08/81257,12679572,2010-06-09,NST
PCT/US08/81263,12740474,2010-04-29,NST
PCT/US08/81280,12743372,2010-05-18,NST
PCT/US08/81281,12682916,2010-04-14,NST
PCT/US08/81283,12739591,2011-01-10,NST
PCT/US08/81289,12738752,2010-04-19,NST
PCT/US08/81294,12739541,2011-02-25,NST
PCT/US08/81298,13120317,2011-04-29,NST
PCT/US08/81305,12521853,2010-02-09,NST
PCT/US08/81307,12680912,2010-07-14,NST
PCT/US08/81310,12738702,2010-04-19,NST
PCT/US08/81316,12738487,2010-08-31,NST
PCT/US08/81317,12738532,2010-07-23,NST
PCT/US08/81319,12738494,,NST
PCT/US08/81322,12740096,2010-04-27,NST
PCT/US08/81324,12739815,2010-07-29,NST
PCT/US08/81325,12739866,2011-05-11,NST
PCT/US08/81328,12770046,2010-04-29,CON
PCT/US08/81331,12739584,2010-08-10,NST
PCT/US08/81333,12740206,2010-04-28,NST
PCT/US08/81348,13126436,2011-04-27,NST
PCT/US08/81348,PCT/US09/31889,2009-01-23,?
PCT/US08/81351,12738521,2010-11-10,NST
PCT/US08/81352,12746111,2010-06-03,NST
PCT/US08/81355,12741938,2010-05-07,NST
PCT/US08/81360,12771331,2010-04-30,NST
PCT/US08/81366,12738968,2010-07-12,NST
PCT/US08/81368,12739917,2010-04-26,NST
PCT/US08/81378,12739703,2010-08-24,NST
PCT/US08/81378,14169634,2014-01-31,NST
PCT/US08/81379,12663355,2009-12-07,NST
PCT/US08/81382,12663325,2010-04-20,NST
PCT/US08/81383,12738342,2010-04-16,NST
PCT/US08/81394,12739956,2011-07-04,NST
PCT/US08/81400,13125725,2011-04-22,NST
PCT/US08/81405,13123716,2011-04-11,NST
PCT/US08/81406,12740870,2010-04-30,NST
PCT/US08/81408,12741616,2010-05-06,NST
PCT/US08/81421,12739742,2010-04-25,NST
PCT/US08/81425,12740349,2010-08-18,NST
PCT/US08/81448,12598617,2009-11-03,NST
PCT/US08/81478,12739938,2010-04-26,NST
PCT/US08/81498,13729395,2012-12-28,CIP
PCT/US08/81515,12445669,2009-06-29,NST
PCT/US08/81520,12738580,2010-04-16,NST
PCT/US08/81521,12740286,2010-07-23,NST
PCT/US08/81531,13056206,2011-05-12,NST
PCT/US08/81559,12740466,2010-04-29,NST
PCT/US08/81565,12738949,2010-07-06,NST
PCT/US08/81566,12864743,2010-07-27,NST
PCT/US08/81567,13121133,2011-05-04,NST
PCT/US08/81569,12739220,2010-08-26,NST
PCT/US08/81574,12740529,2011-01-10,NST
PCT/US08/81580,12740093,2010-04-27,NST
PCT/US08/81583,12740282,,NST
PCT/US08/81584,14085695,2013-11-20,NST
PCT/US08/81584,12740753,2010-09-20,NST
PCT/US08/81599,12740570,2010-07-15,NST
PCT/US08/81603,13125971,2011-04-25,NST
PCT/US08/81604,12740073,2010-08-03,NST
PCT/US08/81606,12922908,2010-10-28,NST
PCT/US08/81608,12741280,2010-09-07,NST
PCT/US08/81627,13278160,2011-10-20,NST
PCT/US08/81631,13126133,2011-04-26,NST
PCT/US08/81635,12741040,,NST
PCT/US08/81643,12741643,2010-05-06,NST
PCT/US08/81650,12810212,2010-06-23,NST
PCT/US08/81654,12738105,2010-04-15,NST
PCT/US08/81656,12740383,2010-09-16,NST
PCT/US08/81657,12740226,2010-09-30,NST
PCT/US08/81658,13127055,2011-05-31,NST
PCT/US08/81680,12741260,2010-06-17,NST
PCT/US08/81681,13126758,2011-04-28,NST
PCT/US08/81685,12740927,2010-07-20,NST
PCT/US08/81686,12740886,2010-07-20,NST
PCT/US08/81687,12741135,2010-05-03,NST
PCT/US08/81700,13126141,2011-04-26,NST
PCT/US08/81702,12741597,2011-02-14,NST
PCT/US08/81708,12740430,,NST
PCT/US08/81715,12740446,2010-04-29,NST
PCT/US08/81723,12740413,2010-07-23,NST
PCT/US08/81729,12739171,2010-07-27,NST
PCT/US08/81732,12682809,2010-06-07,NST
PCT/US08/81739,12740228,2010-04-28,NST
PCT/US08/81747,90013160,2014-02-24,NST
PCT/US08/81747,12681686,2010-04-05,NST
PCT/US08/81752,12682867,2010-06-11,NST
PCT/US08/81753,12739201,2010-04-22,NST
PCT/US08/81756,12740532,2010-06-29,NST
PCT/US08/81759,12769107,2010-04-28,CON
PCT/US08/81760,13123657,2011-04-11,NST
PCT/US08/81764,12740066,2010-08-23,NST
PCT/US08/81768,13126622,2011-04-28,NST
PCT/US08/81784,13126899,2011-04-29,NST
PCT/US08/81790,12740553,2010-08-05,NST
PCT/US08/81794,PCT/US10/21045,2010-01-14,?
PCT/US08/81799,12740562,2010-08-24,NST
PCT/US08/81803,13124831,2011-04-18,NST
PCT/US08/81838,12740449,2010-07-19,NST
PCT/US08/81853,13126032,2011-04-26,NST
PCT/US08/81855,12740061,2010-08-27,NST
PCT/US08/81855,14286549,2014-05-23,NST
PCT/US08/81862,12740690,2010-04-29,NST
PCT/US08/81877,13124085,2011-04-13,NST
PCT/US08/81878,13060102,2011-02-22,NST
PCT/US08/81879,12682235,2010-04-08,NST
PCT/US08/81883,13125761,2011-04-22,NST
PCT/US08/81884,12741689,2010-08-10,NST
PCT/US08/81886,12271497,2008-11-14,CON
PCT/US08/81886,14276497,2014-05-13,CON
PCT/US08/81886,13792085,2013-03-10,CON
PCT/US08/81886,13792084,2013-03-10,CON
PCT/US08/81886,13107784,2011-05-13,CON
PCT/US08/81886,13107616,2011-05-13,CON
PCT/US08/81886,13303076,2011-11-22,CON
PCT/US08/81886,13792086,2013-03-10,CON
PCT/US08/81886,13662821,2012-10-29,CON
PCT/US08/81887,13126337,2011-04-27,NST
PCT/US08/81894,12739271,2010-07-09,NST
PCT/US08/81906,13120754,2011-03-24,NST
PCT/US08/81914,12680867,2010-03-30,NST
PCT/US08/81928,12673549,2010-02-15,NST
PCT/US08/81932,12682903,2010-04-14,NST
PCT/US08/81934,12866933,2010-08-10,NST
PCT/US08/81949,12866781,2010-08-09,NST
PCT/US08/81957,12741707,2010-08-09,NST
PCT/US08/81958,12866909,2010-08-10,NST
PCT/US08/81961,12740380,2010-04-29,NST
PCT/US08/81961,14253168,2014-04-15,NST
PCT/US08/81961,13780536,2013-02-28,NST
PCT/US08/81962,12740710,2010-04-30,NST
PCT/US08/81967,14086495,2013-11-21,CIP
PCT/US08/81967,12771683,2010-04-30,CIP
PCT/US08/81979,12738967,2010-07-09,NST
PCT/US08/81990,12738369,2010-07-14,NST
PCT/US08/81995,12740330,2010-04-28,NST
PCT/US08/81996,12740800,2010-09-24,NST
PCT/US08/81998,12863250,2010-07-16,NST
