application_number,parent_application_number,parent_filing_date,continuation_type
08097845,07810697,1991-12-19,DIV
08097851,07763340,1991-09-20,CON
08097852,07743013,1991-08-09,CON
08097852,07743572,1991-08-09,CIP
08097852,07866035,1992-04-09,CIP
08097853,07122714,1987-11-18,CIP
08097853,07139886,1987-12-30,CIP
08097853,07161072,1988-02-26,CIP
08097853,07191263,1988-05-06,CIP
08097853,07263584,1988-10-26,CIP
08097853,07271450,1988-11-14,CIP
08097853,07325338,1989-03-17,CIP
08097853,07353896,1989-04-21,CIP
08097853,07355002,1989-05-18,CIP
08097853,07398667,1989-08-25,CIP
08097853,07456637,1989-12-21,CIP
08097853,07611965,1990-11-08,CIP
08097853,PCT/US88/04125,1988-11-18,CIP
08097859,07504116,1990-04-03,CON
08097861,07536547,1990-07-10,CON
08097861,07990549,1992-12-14,CON
08097862,07503573,1990-04-03,CIP
08097862,07670681,1991-03-20,CON
08097863,07655670,1991-02-14,CON
08097865,07825681,1992-01-27,CON
08097866,07285840,1988-12-19,CON
08097867,07775696,1991-10-10,CON
08097868,07576019,1990-08-31,CON
08097869,07753178,1991-08-30,CON
08097870,07688659,1991-04-19,CON
08097871,07046027,1987-05-01,CIP
08097871,07102830,1987-09-22,CIP
08097871,07268361,1988-09-19,DIV
08097871,07671204,1991-03-18,CON
08097880,07663853,1991-04-19,CIP
08097880,07910665,1992-07-08,CON
08097887,07886167,1992-05-21,DIV
08097890,07851801,1992-03-16,DIV
08097891,07835729,1992-02-11,CIP
08097908,07366547,1989-06-15,DIV
08097908,07607361,1990-10-31,CON
08097909,07747327,1991-08-20,CON
08097911,07831584,1992-02-05,CON
08097912,07622054,1990-12-04,CON
08097912,08005169,1993-01-15,CON
08097913,07489640,1990-03-07,DIV
08097913,07738404,1991-07-31,CON
08097914,07749887,1991-08-26,CON
08097915,07658394,1991-02-20,CON
08097916,07750133,1991-08-26,CON
08097918,07347658,1989-05-05,CON
08097918,07624524,1990-12-10,CON
08097919,07725602,1991-07-03,CON
08097921,07216217,1988-07-07,CON
08097922,07765941,1991-09-26,CON
08097925,07551784,1990-07-12,CON
08097927,07672901,1991-03-21,CON
08097928,07751666,1991-08-23,CON
08097929,07871423,1992-04-21,CON
08097930,07707036,1991-05-29,CIP
08097931,07342833,1989-04-25,CON
08097931,07668672,1990-10-04,CON
08097932,07624785,1990-12-07,CON
08097932,07824756,1992-01-17,CON
08097933,07869261,1992-04-15,CON
08097935,07750354,1991-08-27,CON
08097940,07689799,1991-07-18,CON
08097941,07474355,1990-02-02,CON
08097941,07782903,1991-10-24,CON
08097942,07312962,1989-02-21,CON
08097942,07513683,1990-04-24,CON
08097942,07651282,1991-02-05,CON
08097942,07788196,1991-11-05,CON
08097943,07975901,1992-11-10,CON
08097946,07905480,1992-06-29,CON
08097947,07833998,1992-02-11,CON
08097951,07749875,1991-08-26,CON
