application_number,parent_application_number,parent_filing_date,continuation_type
09258504,08413982,1995-03-28,CIP
09258504,08605769,1996-02-22,CIP
09258504,08689930,1996-08-16,CON
09258514,09237995,1999-01-26,CIP
09258516,08059681,1993-05-10,CIP
09258516,08446767,1995-06-02,DIV
09258516,08761096,1996-12-05,DIV
09258518,08279980,1994-07-22,CON
09258518,08880557,1997-06-23,DIV
09258521,08745645,1996-11-08,DIV
09258523,08337797,1994-11-14,DIV
09258526,PCT/US97/16488,1997-08-26,CIP
09258532,08256927,1994-07-28,CON
09258532,08797689,1997-01-31,DIV
09258541,60076279,1998-02-27,PRO
09258552,60076245,1998-02-27,PRO
09258553,09210490,1998-12-11,CIP
09258559,60077950,1998-03-13,PRO
09258560,60076338,1998-02-27,PRO
09258584,PCT/US98/17950,1998-08-28,CIP
09258587,08800262,1997-02-13,CIP
09258593,08925104,1997-09-08,CIP
09258595,08378251,1995-01-23,CON
09258595,08855775,1997-05-12,CON
09258596,08609846,1996-03-01,CON
09258600,08309313,1994-09-20,CIP
09258600,08322137,1994-10-13,CIP
09258600,08461598,1995-06-05,DIV
09258602,60013617,1996-01-18,PRO
09258602,60076302,1998-02-27,PRO
09258602,09101856,1999-02-05,CIP
09258602,PCT/US96/17870,1996-11-06,NST
09258613,60081551,1998-04-13,PRO
09258616,09087038,1998-05-29,CIP
09258619,08866462,1997-05-30,CIP
09258621,60076106,1998-02-27,PRO
09258621,60076107,1998-02-27,PRO
09258621,60076184,1998-02-27,PRO
09258622,60076307,1998-02-27,PRO
09258625,60024623,1996-08-27,PRO
09258625,60026889,1996-09-23,PRO
09258625,08777709,1996-12-20,CON
09258625,PCT/US97/15088,1997-08-26,CON
09258627,09039863,1998-03-16,CIP
09258628,60076571,1998-03-02,PRO
09258643,08884681,1997-06-27,DIV
09258651,09114786,1998-07-13,CIP
09258653,08320301,1994-10-11,CON
09258653,08679156,1996-07-12,DIV
09258653,08954276,1997-10-21,CON
09258658,60013507,1996-03-15,PRO
09258658,08818711,1997-03-14,DIV
09258659,60076119,1998-02-27,PRO
09258660,09045214,1998-03-20,CIP
09258662,08378315,1995-01-25,CON
09258662,07497934,1990-03-22,DIV
09258662,07718210,1991-06-20,CON
09258662,07985700,1992-12-02,CON
09258662,08099247,1993-07-28,CON
09258662,08722549,1996-09-27,CIP
09258662,08865910,1997-05-30,CIP
09258662,08949887,1997-10-14,CON
09258663,08939948,1997-09-29,CIP
09258664,09042516,1998-03-16,CIP
09258668,08734146,1996-10-21,CIP
09258669,09139459,1998-08-25,CIP
09258676,60076049,1998-02-26,PRO
09258677,60076152,1998-02-26,PRO
09258680,08221916,1994-04-01,DIV
09258680,08469954,1995-06-06,CON
09258680,08856271,1997-05-14,CON
09258682,09031629,1998-02-27,CIP
09258684,60112720,1998-12-18,PRO
09258688,09194098,1999-06-25,CIP
09258689,60057067,1997-08-29,PRO
09258689,09141631,1998-08-28,CIP
09258689,09193445,1998-11-17,CIP
09258689,09195379,1998-11-17,CIP
09258713,08410809,1995-03-27,CIP
09258713,08696128,1996-08-14,CON
09258713,08949730,1997-10-14,CON
09258715,60076103,1998-02-27,PRO
09258722,08792192,1997-01-30,CON
09258725,60076342,1998-02-27,PRO
09258725,60092304,1998-07-09,PRO
09258732,60079520,1998-03-26,PRO
09258741,08918593,1997-08-19,DIV
09258749,08534791,1995-09-27,CIP
09258749,08566282,1995-12-01,CIP
09258749,08623660,1996-03-28,DIV
09258749,08825726,1997-04-02,CON
09258750,60035904,1997-01-24,PRO
09258750,60036226,1997-01-25,PRO
09258750,60036255,1997-01-24,PRO
09258750,08918810,1997-08-26,CIP
09258750,09038432,1998-03-11,CIP
09258750,60082478,1998-04-21,PRO
09258750,60082480,1998-04-21,PRO
09258750,60082802,1998-04-23,PRO
09258750,60084357,1998-05-05,PRO
09258750,PCT/DK97/00340,1997-08-22,CIP
09258755,PCT/AT98/00160,1998-06-26,CON
09258758,08730517,1996-10-11,DIV
09258758,08889634,1997-07-08,CON
09258760,08489332,1995-06-12,CIP
09258760,08736366,1996-10-23,DIV
09258760,08907687,1997-08-08,CIP
09258766,07975080,1992-11-12,CIP
09258766,08209405,1994-03-14,CIP
09258771,08730517,1996-10-11,DIV
09258771,08889635,1997-07-08,CON
09258778,09205080,1998-12-04,CIP
09258779,60076179,1998-02-27,PRO
09258779,60076404,1998-02-27,PRO
09258782,08982864,1997-12-02,DIV
09258788,09126600,1998-07-31,CON
09258797,08484557,1995-06-07,CIP
09258797,08487426,1995-06-07,CIP
09258797,08487720,1995-06-07,CIP
09258797,08945734,1997-10-28,CIP
09258798,08764928,1996-12-13,DIV
09258815,08939506,1997-09-29,DIV
09258822,08953751,1997-10-17,CIP
09258824,08649554,1996-05-17,CIP
09258828,09031858,1998-02-27,CIP
09258829,08838372,1997-04-08,DIV
09258831,08825140,1997-03-28,DIV
09258835,08228609,1994-04-18,CON
09258835,08847232,1997-05-01,CON
09258836,60076023,1998-02-26,PRO
09258857,60076278,1998-02-27,PRO
09258858,08404812,1995-03-13,CIP
09258858,09076300,1998-05-11,CON
09258862,PCT/JP98/03136,1998-07-14,CON
09258866,08563456,1995-11-28,DIV
09258866,09108120,1998-07-01,DIV
09258868,60076366,1998-02-27,PRO
09258873,60076147,1998-02-26,PRO
09258873,60110776,1998-12-03,PRO
09258873,60091708,1998-07-03,PRO
09258874,60076349,1998-02-27,PRO
09258874,60082834,1998-04-23,PRO
