application_number,parent_application_number,parent_filing_date,continuation_type
14350123,PCT/KR2011/009009,2011-11-24,NST
14350124,PCT/IB2012/001976,2012-10-04,NST
14350125,PCT/JP2012/006441,2012-10-05,NST
14350126,PCT/FR2012/052268,2012-10-05,NST
14350127,PCT/EP2012/003680,2012-09-04,NST
14350128,PCT/EP2012/069113,2012-09-27,NST
14350129,PCT/EP2012/069680,2012-10-05,NST
14350130,PCT/IB2012/055392,2012-10-05,NST
14350131,PCT/IB2013/000023,2013-01-08,NST
14350132,PCT/JP2012/075943,2012-10-05,NST
14350133,PCT/IB2012/055330,2012-10-04,NST
14350134,PCT/CN2012/071399,2012-02-21,NST
14350135,PCT/FR2012/000395,2012-10-04,NST
14350136,PCT/NZ2012/000180,2012-10-05,NST
14350137,PCT/EP2012/068113,2012-09-14,NST
14350138,PCT/IB2012/055900,2012-10-26,NST
14350139,PCT/EP2012/069788,2012-10-05,NST
14350140,PCT/CA2012/050706,2012-10-05,NST
14350141,PCT/EP2012/069668,2012-10-04,NST
14350142,PCT/JP2012/062863,2012-05-18,NST
14350143,PCT/IB2011/054434,2011-10-07,NST
14350144,PCT/EP2011/005017,2011-10-07,NST
14350145,PCT/JP2012/076516,2012-10-12,NST
14350146,PCT/IB2012/055325,2012-10-04,NST
14350147,PCT/US2012/071507,2012-12-21,NST
14350148,PCT/JP2012/075596,2012-10-03,NST
14350149,PCT/JP2012/075561,2012-10-02,NST
14350150,PCT/JP2012/076019,2012-10-05,NST
14350151,PCT/DK2012/050381,2012-10-05,NST
14350152,PCT/US2012/059177,2012-10-08,NST
14350153,PCT/EP2012/069388,2012-10-01,NST
14350154,PCT/IB2012/055331,2012-10-04,NST
14350155,PCT/JP2012/076628,2012-10-15,NST
14350156,61546340,2011-10-12,PRO
14350156,PCT/US12/59273,2012-10-09,NST
14350157,PCT/NL2012/050691,2012-10-03,NST
14350158,PCT/CN2012/073344,2012-03-30,NST
14350159,PCT/IB2012/055424,2012-10-08,NST
14350160,PCT/EP2012/069562,2012-10-04,NST
14350161,PCT/JP2011/075006,2011-10-28,NST
14350162,PCT/GB2012/052636,2012-10-24,NST
14350163,PCT/KR2012/008037,2012-10-04,NST
14350164,PCT/US2012/059738,2012-10-11,NST
14350165,PCT/JP2012/082119,2012-12-05,NST
14350166,61543465,2011-10-05,PRO
14350166,PCT/US12/58960,2012-10-05,NST
14350167,PCT/EP2012/069676,2012-10-05,NST
14350168,61544764,2011-10-07,PRO
14350168,PCT/US12/59159,2012-10-07,NST
14350169,PCT/EP2012/070806,2012-10-19,NST
14350170,PCT/ES2011/070733,2011-10-24,NST
14350171,PCT/JP2012/071093,2012-08-21,NST
14350172,PCT/JP2012/082120,2012-12-05,NST
14350174,PCT/GB2012/053011,2012-12-05,NST
14350175,PCT/US2012/059218,2012-10-08,NST
14350176,PCT/IB2012/055328,2012-10-04,NST
14350177,PCT/JP2012/082117,2012-12-05,NST
14350178,61546357,2011-10-12,PRO
14350178,PCT/US12/59276,2012-10-09,NST
14350179,PCT/SE2012/051054,2012-10-03,NST
14350180,PCT/KR2012/008107,2012-10-05,NST
14350181,PCT/EP2013/052089,2013-02-01,NST
14350182,PCT/IB2012/002915,2012-10-05,NST
14350183,PCT/JP2012/082122,2012-12-05,NST
14350184,PCT/GB2012/052560,2012-10-17,NST
14350185,PCT/EP2011/067594,2011-10-07,NST
14350186,PCT/EP2012/069598,2012-10-04,NST
14350187,PCT/EP2012/069602,2012-10-04,NST
14350188,PCT/JP2012/060424,2012-04-18,NST
14350189,PCT/JP2011/073254,2011-10-07,NST
14350190,PCT/EP2012/069534,2012-10-23,NST
14350191,PCT/JP2012/074698,2012-09-26,NST
14350192,PCT/EP2012/069898,2012-10-08,NST
14350193,PCT/US2011/060093,2011-11-10,NST
14350194,61544915,2011-10-07,PRO
14350194,61605360,2012-03-01,PRO
14350194,PCT/US12/58917,2012-10-05,NST
14350195,PCT/FR2012/052214,2012-10-01,NST
14350196,PCT/JP2012/077760,2012-10-26,NST
14350197,PCT/EP2012/004118,2012-09-29,NST
14350198,PCT/JP2012/081911,2012-12-10,NST
14350199,PCT/US2012/059219,2012-08-08,NST
14350200,PCT/EP2012/003586,2012-08-24,NST
14350201,PCT/JP2011/005710,2011-10-12,NST
14350202,PCT/JP2012/075507,2012-10-02,NST
14350203,PCT/JP2012/076350,2012-10-11,NST
14350204,PCT/EP2012/069856,2012-10-08,NST
14350205,PCT/JP2011/073652,2011-10-14,NST
14350206,PCT/CL2012/000032,2012-07-05,NST
14350207,PCT/EP2012/053629,2012-03-02,NST
14350208,61544342,2011-10-07,PRO
14350208,PCT/US12/58865,2012-10-05,NST
14350209,PCT/US2012/059328,2012-10-09,NST
14350210,PCT/DE2012/000973,2012-10-05,NST
14350212,PCT/JP2012/076233,2012-10-10,NST
14350213,PCT/JP2012/077384,2012-10-17,NST
14350214,PCT/JP2012/077484,2012-10-24,NST
14350215,PCT/EP2011/068023,2011-10-14,NST
14350216,PCT/JP2012/078294,2012-11-01,NST
14350217,PCT/EP2012/069537,2012-10-03,NST
14350218,PCT/EP2012/069652,2012-10-04,NST
14350219,PCT/JP2012/076946,2012-10-18,NST
14350220,PCT/EP2012/004000,2012-09-25,NST
14350221,PCT/CA2012/000930,2012-10-05,NST
14350222,PCT/DE2012/000972,2012-10-05,NST
14350223,PCT/CN2011/082038,2011-11-10,NST
14350224,PCT/JP2012/078088,2012-10-31,NST
14350225,PCT/KR2012/008097,2012-10-05,NST
14350226,PCT/FR2012/052266,2012-10-05,NST
14350228,PCT/US2012/059013,2012-10-05,NST
14350229,PCT/JP2011/073378,2011-10-12,NST
14350230,PCT/KR2012/008100,2012-10-05,NST
14350231,PCT/JP2011/074309,2011-10-21,NST
14350232,PCT/JP2012/006619,2012-10-16,NST
14350233,PCT/EP2012/070183,2012-10-11,NST
14350234,PCT/EP2012/070676,2012-10-18,NST
14350235,PCT/US2012/059022,2012-10-05,NST
14350236,PCT/JP2012/075956,2012-10-05,NST
14350237,PCT/GB2012/052491,2012-10-08,NST
14350238,PCT/FR2012/052237,2012-10-03,NST
14350239,PCT/JP2012/006524,2012-10-11,NST
14350240,PCT/EP2012/003879,2012-09-17,NST
14350241,PCT/EP2012/069719,2012-10-05,NST
14350242,PCT/EP2012/069840,2012-10-08,NST
14350243,PCT/CA2012/001039,2012-11-06,NST
