application_number,parent_application_number,parent_filing_date,continuation_type
09007237,08265459,1994-06-24,CIP
09007237,08272162,1994-07-07,CIP
09007237,08286862,1994-08-04,CIP
09007237,08319373,1994-10-06,CIP
09007237,08731372,1996-10-11,CIP
09007238,08265459,1994-06-24,CIP
09007238,08272162,1994-07-07,CIP
09007238,08286862,1994-08-04,CIP
09007238,08319373,1994-10-06,CIP
09007238,08731372,1996-10-11,CIP
09007239,08587763,1995-12-12,CIP
09007247,08432230,1995-05-01,CON
09007249,08524561,1995-09-07,CON
09007253,08718076,1996-09-17,DIV
09007263,08015691,1993-02-09,CIP
09007263,08196273,1994-02-09,CIP
09007263,08412664,1995-03-29,CIP
09007265,08744002,1996-11-04,CIP
09007268,08167881,1993-12-14,DIV
09007268,PCT/US92/03571,1992-05-05,NST
09007269,PCT/DK96/00299,1996-07-02,CON
09007270,08306671,1994-09-15,DIV
09007273,08437325,1995-05-09,CON
09007276,60017872,1996-05-14,PRO
09007276,08669651,1996-06-24,CIP
09007276,08692831,1996-07-30,CON
09007283,08265459,1994-06-24,CIP
09007283,08272162,1994-07-07,CIP
09007283,08286862,1994-08-04,CIP
09007283,08319373,1994-10-06,CIP
09007283,08731372,1996-10-11,CIP
09007288,60011627,1996-02-14,PRO
09007288,60011634,1996-02-14,PRO
09007288,60016754,1996-05-07,PRO
09007288,60020461,1996-05-07,PRO
09007288,PCT/DK96/00322,1996-07-12,CIP
09007288,PCT/DK96/00341,1996-08-12,CIP
09007291,08657377,1996-06-03,CIP
09007296,60035199,1997-01-14,PRO
09007297,08621802,1996-03-22,CIP
09007297,08882968,1997-06-26,CIP
09007297,08920374,1997-08-29,CIP
09007297,08948568,1997-10-10,CON
09007297,PCT/US97/04634,1997-03-24,NST
09007306,08774169,1996-12-26,DIV
09007312,08233107,1994-04-25,CON
09007312,08690403,1996-07-25,CON
09007319,08871159,1997-06-09,DIV
09007320,60038909,1997-02-26,PRO
09007327,60047340,1997-05-21,PRO
09007335,60036992,1997-01-30,PRO
09007336,08060629,1993-05-12,CIP
09007336,08144904,1993-10-28,CIP
09007336,08545827,1995-11-08,CON
09007336,PCT/US94/04965,1994-05-10,NST
09007351,08901295,1997-07-05,CIP
09007355,08785066,1997-01-17,DIV
09007358,08591815,1996-01-25,DIV
09007360,08753681,1996-11-27,CON
09007361,08758533,1996-11-29,DIV
09007362,08653146,1996-05-24,DIV
09007363,60036760,1997-01-28,PRO
09007364,08656880,1996-05-30,DIV
09007367,60059604,1997-09-23,PRO
09007375,60059604,1997-09-23,PRO
09007376,08694363,1996-08-08,DIV
09007383,08482090,1995-06-07,DIV
09007393,08762871,1996-12-12,DIV
09007397,08499537,1995-07-07,CON
09007403,60035970,1997-01-21,PRO
09007406,08518635,1995-08-24,CON
09007406,08857415,1997-05-16,CIP
09007421,60035585,1997-01-17,PRO
09007422,60035997,1997-01-22,PRO
09007423,60035954,1997-01-17,PRO
09007423,60051690,1997-07-03,PRO
09007429,60036623,1997-01-31,PRO
09007442,08822536,1997-03-24,CIP
09007443,08822531,1997-03-24,CIP
09007450,08673688,1996-06-24,CON
09007457,60035009,1997-01-15,PRO
09007464,08790032,1997-01-28,CIP
09007466,08468275,1995-06-06,CON
09007477,08441030,1995-05-25,DIV
09007484,60057189,1997-08-29,PRO
09007491,08880021,1997-06-20,CIP
09007495,08907683,1997-08-08,CIP
09007498,60001862,1995-08-03,PRO
09007498,60003973,1995-09-19,PRO
09007498,08693789,1996-07-31,DIV
09007502,07846303,1992-03-05,CON
09007503,08752585,1996-11-21,DIV
09007520,07798099,1991-11-27,CIP
09007520,08327357,1994-10-21,CON
09007526,08336949,1994-11-10,CON
09007528,08834099,1997-04-14,DIV
09007530,08760640,1996-12-04,CON
09007535,08655121,1996-05-28,DIV
09007538,08768632,1996-12-18,DIV
09007552,08774854,1996-12-27,DIV
09007558,08119360,1993-09-10,CIP
09007559,08923785,1997-09-04,CON
09007560,60034951,1997-01-17,PRO
09007561,08681528,1996-07-22,CON
09007564,PCT/DE96/01323,1996-07-15,CIP
09007573,60050715,1997-06-24,PRO
09007574,08704054,1996-08-28,CIP
09007575,08381537,1995-01-31,DIV
09007576,08472992,1995-06-07,CIP
09007576,08639905,1996-04-24,DIV
09007586,08600848,1996-02-13,CIP
09007587,08971092,1997-11-14,CIP
09007591,07889045,1992-05-26,CIP
09007591,08211925,1994-04-28,CON
09007591,08576573,1995-12-21,CON
09007591,PCT/US93/04991,1993-05-26,NST
09007598,08916469,1997-08-11,CIP
09007599,08097378,1993-07-23,DIV
09007604,08551874,1995-10-16,DIV
09007611,07704542,1991-05-23,CIP
09007611,07887290,1992-05-22,DIV
09007611,08173649,1993-12-27,DIV
09007611,08487287,1995-06-07,DIV
09007611,08762367,1996-12-09,DIV
09007613,08735941,1996-10-23,DIV
09007615,60036120,1997-01-17,PRO
09007618,60053432,1997-07-22,PRO
09007619,08637227,1996-04-24,DIV
09007620,08702969,1996-08-26,CIP
09007621,60053437,1997-07-22,PRO
