application_number,child_application_number,child_filing_date,continuation_type
12734699,14168390,2014-01-30,DIV
12734706,13065171,2011-03-16,CIP
12734719,13786498,2013-03-06,DIV
12734727,13548910,2012-07-13,CON
12734761,13727770,2012-12-27,CIP
12734763,13539041,2012-06-29,DIV
12734771,14073123,2013-11-06,DIV
12734786,13661292,2012-10-26,CIP
12734795,13928070,2013-06-26,DIV
12734805,13568532,2012-08-07,DIV
12734813,13845972,2013-03-18,DIV
12734830,13852793,2013-03-28,CIP
12734836,12924494,2010-09-28,CIP
12734855,14465344,2014-08-21,CON
12734861,13850180,2013-03-25,CON
12734892,13076541,2011-03-31,DIV
12734924,13899990,2013-05-22,CON
12734931,13860047,2013-04-10,CON
12734941,12807846,2010-09-13,CIP
12734941,13071331,2011-03-24,CIP
12734947,13861012,2013-04-11,DIV
12734964,13951361,2013-07-25,CON
12734974,13547644,2012-07-12,CIP
12734977,14199071,2014-03-06,DIV
12734977,14199104,2014-03-06,DIV
12734983,14052555,2013-10-11,DIV
12734993,14263237,2014-04-28,DIV
12734993,13694063,2012-10-23,DIV
12734994,13670716,2012-11-07,DIV
12734995,14165199,2014-01-27,CON
12735008,13852290,2013-03-28,DIV
12735032,12805189,2010-07-16,CON
12735045,13185216,2011-07-18,DIV
12735049,13902088,2013-05-24,CON
12735061,14139584,2013-12-23,CIP
12735061,13651123,2012-10-12,CIP
12735068,12975425,2010-12-22,CIP
12735068,13928522,2013-06-27,DIV
12735081,13472989,2012-05-16,DIV
12735081,13472917,2012-05-16,DIV
12735081,13472958,2012-05-16,DIV
12735083,14287492,2014-05-27,CON
12735093,14183410,2014-02-18,DIV
12735120,14017559,2013-09-04,CON
12735132,14188505,2014-02-24,DIV
12735170,13887962,2013-05-06,CON
12735193,14091901,2013-11-27,DIV
12735199,13603775,2012-09-05,CON
12735199,13774107,2013-02-22,CON
12735211,13838616,2013-03-15,CIP
12735212,13276866,2011-10-19,CON
12735222,14102440,2013-12-10,DIV
12735265,13646064,2012-10-05,DIV
12735272,14016640,2013-09-03,CON
12735281,14104020,2013-12-12,CON
12735309,14041279,2013-09-30,CON
12735337,13858510,2013-04-08,DIV
12735339,14143065,2013-12-30,CON
12735339,14079276,2013-11-13,CON
12735339,14143352,2013-12-30,CON
12735350,14037675,2013-09-26,DIV
12735355,14056771,2013-10-17,CIP
12735355,12805445,2010-07-30,CIP
12735360,14248585,2014-04-09,CIP
12735386,14197445,2014-03-05,CON
12735390,14057373,2013-10-18,CON
12735392,14091723,2013-11-27,DIV
12735400,14463055,2014-08-19,DIV
12735406,13613493,2012-09-13,DIV
12735416,13871239,2013-04-26,DIV
12735418,13551497,2012-07-17,CON
12735418,13678883,2012-11-16,CON
12735418,13678875,2012-11-16,CON
12735418,13678831,2012-11-16,CON
12735418,13678824,2012-11-16,CON
12735435,13707384,2012-12-06,DIV
12735435,13707298,2012-12-06,DIV
12735486,13658144,2012-10-23,DIV
12735499,13718453,2012-12-18,CON
12735505,13480698,2012-05-25,DIV
12735554,14191836,2014-02-27,CON
12735557,13623522,2012-09-20,DIV
12735566,12943335,2010-11-10,CIP
12735576,14037504,2013-09-26,DIV
12735597,13905871,2013-05-30,CON
12735601,13845839,2013-03-18,DIV
12735631,13968299,2013-08-15,CON
12735647,14168602,2014-01-30,DIV
12735677,14181293,2014-02-14,DIV
12735679,13668897,2012-11-05,CIP
12735695,13360074,2012-01-27,CON
12735717,14157956,2014-01-17,CON
12735741,14135630,2013-12-20,CON
12735742,14450722,2014-08-04,DIV
12735751,14244476,2014-04-03,DIV
12735774,13465401,2012-05-07,CON
12735780,14169111,2014-01-30,DIV
12735780,14169132,2014-01-30,DIV
12735780,14172837,2014-02-04,DIV
12735848,13904855,2013-05-29,DIV
12735861,13931725,2013-06-28,CON
12735864,13909502,2013-06-04,CON
12735868,13385919,2012-03-13,DIV
12735879,13933823,2013-07-02,DIV
12735882,14243861,2014-04-02,CIP
12735886,14012411,2013-08-28,CON
12735889,14157322,2014-01-16,CON
12735917,13757048,2013-02-01,DIV
12735926,13867613,2013-04-22,DIV
12735938,13729562,2012-12-28,CON
12735941,14083127,2013-11-18,CIP
12735954,13586738,2012-08-15,CIP
12735954,13595893,2012-08-27,CIP
12735976,13739020,2013-01-11,DIV
12735987,13914203,2013-06-10,CON
12735987,12925943,2010-11-02,CIP
12735987,14301029,2014-06-10,CON
12735987,12925887,2010-11-02,CIP
12735988,13534771,2012-06-27,CON
12735993,13551296,2012-07-17,CON
12736008,14219624,2014-03-19,CON
12736024,13747701,2013-01-23,CON
12736024,13964280,2013-08-12,CON
12736024,13747772,2013-01-23,CON
12736024,13745077,2013-01-18,CON
12736024,14447673,2014-07-31,CON
12736038,13373852,2011-12-02,CIP
12736073,13027116,2011-02-14,CON
12736073,14087767,2013-11-22,CON
12736073,13027124,2011-02-14,CON
12736073,13027120,2011-02-14,CON
12736076,13735399,2013-01-07,DIV
12736101,14051264,2013-10-10,DIV
12736131,13912382,2013-06-07,CON
12736135,13788666,2013-03-07,DIV
12736145,13719732,2012-12-19,DIV
12736147,14487823,2014-09-16,CON
12736172,13771754,2013-02-20,CON
12736182,14160312,2014-01-21,CON
12736189,13398380,2012-02-16,DIV
12736189,13152681,2011-06-03,DIV
12736190,13444258,2012-07-09,DIV
12736221,13677337,2012-11-15,CON
12736243,14051988,2013-10-11,CON
12736266,14059096,2013-10-21,DIV
12736267,14153619,2014-01-13,CON
12736284,14044375,2013-10-02,CON
12736305,14018735,2013-09-05,CON
12736311,13951991,2013-07-26,CON
12736336,14340988,2014-07-25,CON
12736350,14289537,2014-05-28,CON
12736355,13734016,2013-01-04,DIV
12736357,12925751,2010-10-28,CIP
12736357,14060532,2013-10-22,CIP
12736393,14092291,2013-11-27,CON
12736410,14090904,2013-11-26,CON
12736438,13739124,2013-01-11,DIV
12736445,13970309,2013-08-19,DIV
12736445,13712278,2012-12-12,DIV
12736462,13309143,2011-12-01,DIV
12736466,13705216,2012-12-05,CON
12736471,13553953,2012-07-20,DIV
12736521,14265570,2014-04-30,DIV
12736535,13940026,2013-07-11,CON
12736535,14282558,2014-05-20,CON
12736548,14450478,2014-08-04,CON
12736552,13998003,2013-09-23,CON
12736554,14157543,2014-01-17,CON
12736564,13958986,2013-08-05,CON
12736569,13793837,2013-03-11,CON
12736654,14457964,2014-08-12,DIV
12736673,14321900,2014-07-02,CON
12736684,14176508,2014-02-10,CON
12736693,13856304,2013-04-03,CON
12736705,13761622,2013-02-07,CON
12736709,14336393,2014-07-21,DIV
12736777,14135728,2013-12-20,CON
12736788,14321968,2014-07-02,CON
12736790,14222501,2014-03-21,CON
12736813,14078622,2013-11-13,DIV
12736813,14078647,2013-11-13,DIV
12736814,13714899,2012-12-14,CON
12736814,14270985,2014-05-06,CON
12736818,14055013,2013-10-16,DIV
12736829,14193042,2014-02-28,CON
12736833,13973258,2013-08-22,CON
12736833,13973245,2013-08-22,CON
12736846,14017804,2013-09-04,CON
12736872,13713620,2012-12-13,DIV
12736872,13941291,2013-07-12,DIV
12736891,14252747,2014-04-14,CON
12736903,14329295,2014-07-11,DIV
12736910,13842951,2013-03-15,CIP
12736910,13843171,2013-03-15,CIP
12736910,13843055,2013-03-15,CIP
12736933,13970443,2013-08-19,CON
12736934,14106405,2013-12-13,CON
12736942,14314163,2014-06-25,CON
12736944,13899111,2013-05-21,DIV
12736944,12929056,2010-12-27,DIV
12736944,14448135,2014-07-31,DIV
12736944,14448224,2014-07-31,DIV
12736956,14084852,2013-11-20,CON
12736958,14491419,2014-09-19,DIV
12736987,14222942,2014-03-24,CON
12737006,13721453,2012-12-20,DIV
12737006,13721581,2012-12-20,DIV
12737011,14273897,2014-05-09,CIP
12737024,13672144,2012-11-08,DIV
12737036,13489124,2012-06-05,DIV
12737039,14289553,2014-05-28,CON
12737042,14027601,2013-09-16,DIV
12737042,14511610,2014-10-10,DIV
12737117,14500140,2014-09-29,CON
12737120,14074794,2013-11-08,CON
12737147,14057818,2013-10-18,DIV
12737155,14255271,2014-04-17,CON
12737156,14187602,2014-02-24,CON
12737178,13845408,2013-03-18,CON
12737184,13611717,2012-09-12,CON
12737214,13050779,2011-03-17,CIP
12737214,14328560,2014-07-10,DIV
12737214,14328549,2014-07-10,CIP
12737234,14254755,2014-04-16,DIV
12737240,13859119,2013-04-09,CON
12737243,13523181,2012-06-14,DIV
12737243,13937034,2013-07-08,DIV
12737243,13523202,2012-06-14,DIV
12737243,13495997,2012-06-13,DIV
12737256,14452904,2014-08-06,CON
12737256,14333781,2014-07-17,DIV
12737256,13938618,2013-07-10,DIV
12737256,14453272,2014-08-06,CON
12737262,13528196,2012-06-20,CON
12737276,13298441,2011-11-17,DIV
12737300,14228291,2014-03-28,DIV
12737308,14152113,2014-01-10,REI
12737323,13971151,2013-08-20,CIP
12737360,13907110,2013-05-31,DIV
12737366,13535473,2012-06-28,DIV
12737370,14200968,2014-03-07,DIV
12737381,13230265,2011-09-12,DIV
12737384,14090400,2013-11-26,CON
12737392,13494181,2012-06-12,CON
12737395,14313274,2014-06-24,DIV
12737408,13845290,2013-03-18,CON
12737410,13939315,2013-07-11,DIV
12737454,13488252,2012-06-04,CON
12737454,13488156,2012-06-04,CON
12737465,13965319,2013-08-13,CON
12737473,14081558,2013-11-15,CON
12737491,14079676,2013-11-14,DIV
12737495,14106990,2013-12-16,DIV
12737527,14318300,2014-06-27,CON
12737527,13662299,2012-10-26,CIP
12737560,14265460,2014-04-30,CON
12737567,14094262,2013-12-02,CON
12737568,13799921,2013-03-13,DIV
12737575,13679998,2012-11-16,CIP
12737613,13975744,2013-08-26,DIV
12737619,13200340,2011-09-23,DIV
12737645,13551119,2012-07-17,DIV
12737654,13887880,2013-05-06,CIP
12737679,14100511,2013-12-09,DIV
12737694,13543071,2012-07-06,CIP
12737699,14061388,2013-10-23,DIV
12737719,14322827,2014-07-02,CON
12737728,14160969,2014-01-22,DIV
12737743,13912392,2013-06-07,DIV
12737743,13912451,2013-06-07,DIV
12737744,14255085,2014-04-17,CON
12737745,14314088,2014-06-25,CON
12737864,13300984,2011-11-21,CIP
12737880,13763252,2013-02-08,CON
12737887,14190642,2014-02-26,CON
12737895,14187893,2014-02-24,DIV
12737912,13922441,2013-06-20,DIV
12737912,14320671,2014-07-01,DIV
12737924,13705058,2012-12-04,DIV
12737926,14157639,2014-01-17,CON
12737934,14089876,2013-11-26,CON
12737940,13969182,2013-08-16,CON
12737987,13064848,2011-04-20,CIP
12737989,14275801,2014-05-12,CIP
12738038,13543268,2012-07-06,CON
12738051,13651031,2012-10-12,CON
12738055,13769719,2013-02-18,DIV
12738058,14445150,2014-07-29,DIV
12738058,14445129,2014-07-29,DIV
12738062,13873487,2013-04-30,CON
12738067,14039592,2013-09-27,CON
12738068,13078492,2011-04-01,CON
12738074,14446212,2014-07-29,CON
12738077,13975395,2013-08-26,CON
12738081,13679206,2012-11-16,CON
12738095,13365429,2012-02-03,DIV
12738112,13641586,2013-02-15,CIP
12738123,13460629,2012-04-30,CON
12738131,14243734,2014-04-02,DIV
12738131,13713058,2012-12-13,DIV
12738140,14204809,2014-03-11,REI
12738150,13869404,2013-04-24,DIV
12738154,12950620,2010-11-19,CON
12738154,13784111,2013-03-04,CON
12738156,13309782,2011-12-02,CON
12738167,14245749,2014-04-04,CON
12738168,14084010,2013-11-19,CON
12738172,13748160,2013-01-23,CON
12738193,14246262,2014-04-07,DIV
12738203,13930650,2013-06-28,DIV
12738210,13113676,2011-05-23,CIP
12738210,14483668,2014-09-11,CON
12738217,12791899,2010-06-02,CIP
12738239,13914187,2013-06-10,CON
12738239,13913948,2013-06-10,CON
12738239,13914106,2013-06-10,CON
12738239,13914220,2013-06-10,CON
12738252,12816336,2010-06-15,CON
12738258,13532932,2012-06-26,CON
12738268,13725459,2012-12-21,CIP
12738285,13973930,2013-08-22,CON
12738292,13781734,2013-02-28,CON
12738301,13863836,2013-04-16,DIV
12738304,13839203,2013-03-15,DIV
12738340,13190869,2011-07-26,CIP
