application_number,child_application_number,child_filing_date,continuation_type
13942415,14817151,2015-08-03,CON
13942418,14681895,2015-04-08,CON
13942423,14057770,2013-10-18,CON
13942423,14478081,2014-09-05,CON
13942427,14271183,2014-05-06,CON
13942428,14827809,2015-08-17,CON
13942428,14600279,2015-01-20,CON
13942432,PCT/US13/53847,2013-08-06,CON
13942436,14192733,2014-02-27,CIP
13942436,PCT/US13/50668,2013-07-16,CON
13942437,14627741,2015-02-20,CON
13942439,14339427,2014-07-23,CON
13942442,14680977,2015-04-07,DIV
13942443,14805345,2015-07-21,CON
13942444,14099455,2013-12-06,CON
13942444,14806262,2015-07-22,CON
13942455,14295124,2014-06-03,CON
13942456,14156178,2014-01-15,CIP
13942456,14622012,2015-02-13,CON
13942459,14207058,2014-03-12,CIP
13942465,PCT/US13/50604,2013-07-16,CON
13942468,14746885,2015-06-23,CON
13942476,14493873,2014-09-23,CON
13942484,14158414,2014-01-17,CON
13942486,PCT/US14/46392,2014-07-11,CON
13942490,14672777,2015-03-30,DIV
13942503,14145887,2013-12-31,CON
13942503,14145894,2013-12-31,CIP
13942504,14861289,2015-09-22,CON
13942530,14715452,2015-05-18,CON
13942538,14183902,2014-02-19,CIP
13942542,14724743,2015-05-28,CON
13942544,PCT/US14/46570,2014-07-14,CON
13942544,14841499,2015-08-31,CON
13942544,14095637,2013-12-03,CON
13942547,14341509,2014-07-25,CIP
13942551,14500286,2014-09-29,CON
13942554,14089634,2013-11-25,CON
13942561,PCT/US14/35723,2014-04-28,CON
13942562,14830211,2015-08-19,CON
13942568,14230521,2014-03-31,CIP
13942568,PCT/US14/46661,2014-07-15,CON
13942581,14619016,2015-02-10,CON
13942585,14725354,2015-05-29,CON
13942585,14725351,2015-05-29,CON
13942585,14725350,2015-05-29,CON
13942588,PCT/US14/31336,2014-03-20,CON
13942598,PCT/US14/16987,2014-02-18,CON
13942600,14199933,2014-03-06,CON
13942601,14836863,2015-08-26,CON
13942602,PCT/US14/46661,2014-07-15,CON
13942605,14619064,2015-02-10,CON
13942605,14023892,2013-09-11,CON
13942605,14172859,2014-02-04,CON
13942605,14313995,2014-06-24,CON
13942608,14622431,2015-02-13,CIP
13942610,14268723,2014-05-02,CON
13942617,14656043,2015-03-12,CON
13942620,PCT/US13/50925,2013-07-17,CON
13942621,PCT/US14/46454,2014-07-14,CON
13942621,14079486,2013-11-13,CIP
13942621,14845068,2015-09-03,CIP
13942621,PCT/US14/46456,2014-07-14,CON
13942629,PCT/US14/46444,2014-07-12,CON
13942632,14185175,2014-02-20,CON
13942634,14147443,2014-01-03,CON
13942634,14536199,2014-11-07,CON
13942634,14147456,2014-01-03,CON
13942634,14846315,2015-09-04,CON
13942638,PCT/US14/46766,2014-07-15,CON
13942643,PCT/US14/44464,2014-06-26,CON
13942648,14552258,2014-11-24,CON
13942657,PCT/US13/50648,2013-07-16,CON
13942664,14267873,2014-05-01,DIV
13942664,14537701,2014-11-10,DIV
13942673,14191370,2014-02-26,DIV
13942676,PCT/US13/52014,2013-07-25,CON
13942687,14587500,2014-12-31,CON
13942696,PCT/US13/50577,2013-07-16,CON
13942703,PCT/US14/46582,2014-07-15,CON
13942710,14803392,2015-07-20,CON
13942727,PCT/US14/46462,2014-07-14,CON
13942728,PCT/US14/44871,2014-06-30,CON
13942737,14931789,2015-11-03,DIV
13942751,14572019,2014-12-16,CON
13942769,13948745,2013-07-23,CON
13942775,14804489,2015-07-21,DIV
13942780,PCT/US14/42633,2014-06-17,CON
13942783,14199219,2014-03-06,CON
13942786,14639977,2015-03-05,DIV
13942794,PCT/US14/43531,2014-06-21,CON
13942802,14797273,2015-07-13,CON
13942819,14275248,2014-05-12,CON
13942827,PCT/US14/43532,2014-06-21,CON
13942833,14023457,2013-09-10,CIP
13942833,29466495,2013-09-09,CIP
13942835,14475787,2014-09-03,CON
13942835,14707022,2015-05-08,CON
13942843,PCT/US14/45009,2014-07-01,CON
13942855,14475789,2014-09-03,CON
13942861,14690967,2015-04-20,CON
13942861,14690979,2015-04-20,CON
13942865,14293355,2014-06-02,CON
13942871,PCT/US13/53686,2013-08-06,CON
13942874,PCT/US13/50906,2013-07-17,CON
13942877,14614911,2015-02-05,CON
13942898,14687990,2015-04-16,CON
13942898,14318743,2014-06-30,CON
13942898,14312762,2014-06-24,CON
13942900,14490353,2014-09-18,DIV
13942908,PCT/US13/50630,2013-07-16,CON
13942909,PCT/US14/43328,2014-06-20,CON
13942916,14508339,2014-10-07,CON
13942938,14730874,2015-06-04,CON
13942938,14081469,2013-11-15,CON
13942945,PCT/US13/50828,2013-07-17,CON
13942964,14845701,2015-09-04,CON
13942964,14104059,2013-12-12,CON
13942965,14789497,2015-07-01,CON
13942969,PCT/US13/51042,2013-07-18,CON
13942974,PCT/US14/42385,2014-06-13,CON
13942981,14453876,2014-08-07,CIP
13942985,PCT/US13/50993,2013-07-18,CON
13943010,14484679,2014-09-12,CIP
13943013,14679125,2015-04-06,CIP
13943013,14154794,2014-01-14,CIP
13943013,14568616,2014-12-12,CIP
13943023,14755273,2015-06-30,CON
13943026,PCT/US14/46843,2014-07-16,CON
13943035,PCT/US13/50755,2013-07-16,CON
13943035,14720086,2015-05-22,CIP
13943036,14677006,2015-04-02,REI
13943045,PCT/US13/55734,2013-08-20,CON
13943049,14887434,2015-10-20,CON
13943049,14536896,2014-11-10,CON
13943050,PCT/US14/46543,2014-07-14,CON
13943060,14515146,2014-10-15,DIV
13943065,PCT/US14/46665,2014-07-15,CON
13943069,14321510,2014-07-01,CON
13943075,14108665,2013-12-17,CON
13943085,14815261,2015-07-31,CON
13943095,14187933,2014-02-24,CON
13943121,14270688,2014-05-06,CON
13943121,14689498,2015-04-17,CON
13943128,14287594,2014-05-27,CIP
13943130,14147928,2014-01-06,CON
13943132,PCT/US13/50892,2013-07-17,CON
13943138,14337631,2014-07-22,CON
13943140,14753287,2015-06-29,CON
13943149,14534954,2014-11-06,DIV
13943151,14879345,2015-10-09,CON
13943152,14265823,2014-04-30,CIP
13943152,PCT/US14/39955,2014-05-29,CON
13943159,14704541,2015-05-05,CON
13943165,14491889,2014-09-19,CON
13943172,14098145,2013-12-05,CON
13943175,14274606,2014-05-09,CON
13943183,14825873,2015-08-13,CON
13943190,PCT/US14/46135,2014-07-10,CON
13943192,14454846,2014-08-08,CON
13943194,13969709,2013-08-19,CON
13943203,14829919,2015-08-19,CON
13943205,14287549,2014-05-27,DIV
13943212,14323574,2014-07-03,CON
13943220,14850100,2015-09-10,CON
13943222,14077790,2013-11-12,CIP
13943224,14752342,2015-06-26,DIV
13943235,PCT/US14/43359,2014-06-20,CON
13943237,14726140,2015-05-29,CON
13943242,14805328,2015-07-21,CON
13943259,14548532,2014-11-20,DIV
13943259,14548506,2014-11-20,DIV
13943266,14569246,2014-12-12,CON
13943271,14172180,2014-02-04,CIP
13943277,PCT/US14/46234,2014-07-10,CON
13943283,14810901,2015-07-28,CON
13943284,14614103,2015-02-04,DIV
13943293,14829466,2015-08-18,CON
13943293,14487818,2014-09-16,CON
13943305,PCT/US13/50810,2013-07-17,CON
13943311,14695444,2015-04-24,CON
13943321,14251625,2014-04-13,CON
13943321,14608202,2015-01-29,CON
13943322,14579441,2014-12-22,CON
13943333,PCT/US13/50918,2013-07-17,CON
13943335,14528833,2014-10-30,CON
13943345,PCT/US13/50871,2013-07-17,CON
13943348,PCT/US13/50942,2013-07-17,CON
13943349,PCT/US14/46302,2014-07-11,CON
13943362,14299014,2014-06-09,CIP
13943370,PCT/US14/45974,2014-07-09,CON
13943374,14629274,2015-02-23,CON
13943375,14791040,2015-07-02,CON
13943376,PCT/US13/68910,2013-11-07,CON
13943377,14749150,2015-06-24,CON
13943379,14542243,2014-11-14,CON
13943391,PCT/US14/45782,2014-07-08,CON
13943395,14198492,2014-03-05,CIP
13943395,14195788,2014-03-03,CIP
13943400,14304481,2014-06-13,DIV
13943401,14488017,2014-09-16,CON
13943432,14205725,2014-03-12,DIV
13943443,PCT/US13/50830,2013-07-17,CON
13943445,PCT/US14/46633,2014-07-15,CON
13943446,14821020,2015-08-07,CON
13943446,14274769,2014-05-11,CON
13943451,14295998,2014-06-04,CON
