US,20140245516,14139085,Fabrics with Ballistic Protection and Garments Made from Same,Fabrics having fiber blends and constructions engineered to enhance the ballistic protection as well as the comfort and/or dyeability/printability of such fabrics.
US,20140245517,14194457,OVEN MITT WITH SCRAPER EDGE,"The oven mitt discussed herein has a blade connected to or co-molded to an end of a finger sheath portion. The blade has a tapered or sharpened end. This allows a user to slide the mitt under a pan or scrape hot food products off of a heated baking sheet. The mitt also has a thumb sheath portion, so that the user can grip objects between the finger and thumb sheath portions. The mitt can be made of materials that are suitable for use in heated environments, such as silicone for the sheath portions, and nylon for the blade."
US,20140245518,14276272,GARMENT WITH HIDDEN INSULATED BEVERAGE HOLDER,A beverage holding garment wherein the beverage holder is disposed in the garment such that it is substantially concealed when not in use so that the garment appears to not have a beverage holder.
US,20140245519,14194148,ZIPPER ASSEMBLY,A zipper assembly that allows for coupling multiple objects together and a single slider that serves to control a common opening for the coupled objects.
US,20140245520,14347632,SPORTS BAND,"Provided is a sports band including a main body formed with one side open to be worn on a body of a user and to have a curvature, and wherein an expression zone having a form indicating a sports game is formed at both ends of the open side, and an expression layer exhibiting the form indicating the sports game on an external side of the expression zone, and the sports band disclosed herein may be used for various sports games including soccer, allow a user to express enthusiasm as well as a sense of unity with a sports game, provide a desirable wearing sensation not only for everyday use but also for the sports game, and improve physical vitality by a magnetic field."
US,20140245521,14279994,Visor with Plug In Accessory Sockets,"Visors and methods of using a soft type foam visor formed from a pliable and flexible material, such as but not limited to EVA (ethylene vinyl acetate) having patterns of through-holes and partial cutouts for allowing accessories such as labels, charms, badges, puncture tool and sunglass/eyeglass supports and the like, to be plugged into the holes and cut-outs and easily removable and interchangeable with other accessories. A removable rear head strap be attached to the visor, having a plurality of holes with fasteners to adjust the strap to different head sizes."
US,20140245522,14103708,SOUND PROOF HELMET,"Novel methods and systems for acoustic proofing are disclosed. A sound proof helmet can be designed by optimizing several layers of different materials, thickness, and physical properties. The thickness of the layers can be smaller than the wavelength of the sound waves which are meant to be reduced."
US,20140245523,14274035,HELMET MOUNTING SYSTEMS,"Helmet mounts for mounting an associated viewing device on a helmet, includes a first pivoting segment for attachment to the helmet and a second pivoting segment for attachment to the associated viewing device. The second pivoting segment is pivotable relative to the first pivoting segment for selectively supporting the associated viewing device in a first, operational position before the eyes of a user donning the helmet and a second, stowed position above a line of sight of a viewer donning the helmet. In one aspect, the first pivoting segment includes a vertical adjust mechanism having a base plate, a pair of guide rails attached to the base plate and defining a channel therebetween, a sliding plate slidably attached to the guide rails, and a clamping mechanism for selectively applying a clamping force to secure the sliding plate at a desired position relative to the base plate."
US,20140245524,14280745,PROTECTIVE FACE COVERING,"A protective face covering includes a protective shell sized and shaped to fit only over certain areas of a user's face. The protective shell includes a protective airway covering extending substantially over the nose and mouth of the user, the protective airway covering having a plurality of openings to allow the passage of air. The protective shell also includes first and second protective jaw coverings that extend away from the protective airway covering along either side of the user's jaw. A protective chin covering extends from the protective airway covering substantially beneath the chin of the user. A filter filters air passing through the openings on the device. A fastener secures the device to the lower back of the skull of the user. The fastener extends between openings in the first and second jaw coverings, respectively, and extends around the head of the user."
US,20140245525,13927436,Apparel Incorporating A Protective Element and Method for Making,"Protective elements for an article of apparel may include a plate component and a cushioning component that are secured together by stitching which passes through the plate component. The cushioning component may include a pair of material layers and at least one pad located between the material layers. The plate component may include a polymer material and the pad may include a polymer foam material, with the polymer material of the plate element having greater rigidity and density than the polymer foam material of the pads. An attachment area may be formed on an outer perimeter of the plate component that is provided with a reduced thickness relative to adjacent areas of the plate component. An attachment element may be passed through the attachment area and at least one layer of the cushioning component thereby attaching the plate component to at least the one layer."
